Ticker,Summary,Label,Confidence,URL
reliance,"‘Representing the first production of these chemicals in the UAE,’ RIL says. Ta’ziz is a joint venture between ADNOC and ADQ",POSITIVE,0.9855557680130005,https://www.livemint.com/companies/news/ril-forms-2-billion-production-jv-with-abu-dhabi-chemical-company-11638879989312.html
reliance,"Poll shows 60% of respondents expect RBI to keep key rates unchanged. Reliance, Hindustan Zinc among top 10 stocks to watch on Wednesday",NEGATIVE,0.9692246317863464,https://www.livemint.com/market/stock-market-news/stocks-to-watch-reliance-industries-l-t-hindustan-zinc-11638926012677.html
reliance,Economists at Nomura and Barclays expect a hike in reverse repo rate. Tech Mahindra acquired US remote customer experience provider Activus Connect,NEGATIVE,0.9891399145126343,https://www.livemint.com/market/stock-market-news/stocks-to-watch-ril-tech-mahindra-sbi-auto-shares-future-retail-11638752620978.html
reliance,Mukesh Ambani says India will contain future Covid waves. Bharti Enterprises chairman calls for lower levies on carriers,POSITIVE,0.6046360731124878,https://www.livemint.com/industry/telecom/telcos-seek-further-concessions-from-government-11638970971831.html
reliance,"Term loan pays interest margin of 120bp-125bp over Libor. REC Solar is borrower on the loan, while RIL is the guarantor",NEGATIVE,0.9304536581039429,https://www.livemint.com/companies/news/reliance-takes-736-million-green-loan-to-finance-rec-solar-buy-11638809326903.html
reliance,"Analysts see tariff hike as positive for Bharti, Jio. Reliance Jio has not given official word on it: Motilal Oswal",NEGATIVE,0.985382080078125,https://www.livemint.com/market/stock-market-news/reliance-industries-ril-shares-find-favour-after-jio-tariff-hike-what-brokerages-say-on-stock-11638161379724.html
reliance,"Telecom vertical ‘in a sweet spot,’ says Motilal Oswal. Analysts at Motilal Oswal expect 22% upside on RJio, 7% upside on consolidated Ebitda.",POSITIVE,0.7685961723327637,https://www.livemint.com/market/mark-to-market/aramco-deal-drop-does-not-sway-ril-s-investors-11638121115388.html
reliance,Central bank has retained advisory panel. Reliance Capital became the third NBFC to go for resolution under IBC,POSITIVE,0.9713582396507263,https://www.livemint.com/companies/news/rbi-retains-three-member-advisory-committee-of-reliance-capital-11638890049855.html
reliance,Shares of India's top valued firm surged over 6% on Thursday. RIL shares had tumbled over 4% on Monday after it shelved a proposed deal to sell 20% stake,NEGATIVE,0.9967558979988098,https://www.livemint.com/market/stock-market-news/reliance-industries-ril-share-price-surges-6-today-what-s-driving-the-rally-11637823424272.html
reliance,Retail shareholders own 85% of Reliance Capital. Small shareholders miss out on signs of financial stress: analysts,NEGATIVE,0.99619460105896,https://www.livemint.com/companies/news/reliance-capital-is-another-tragedy-for-retail-investors-11638814442245.html
grasim,"Asian Paints, Berger Paints have fallen since Grasim venture announcement. Niche players like Kansai Nerolac and Akzo Nobel have seen declines",NEGATIVE,0.9996169805526733,https://www.livemint.com/market/mark-to-market/grasim-is-no-jio-investors-in-paint-stocks-downplay-competition-threat-11616695236149.html
grasim,Grasim says demand for assessment year 2018-19 is against spirit of tax laws.,NEGATIVE,0.9950636029243469,https://www.livemint.com/companies/news/grasim-gets-tax-demand-of-rs8-334-cr-11633102068999.html
grasim,"BSE Sensex shot up 454 points and closed at 58,795 levels on Thursday.",NEGATIVE,0.9409163594245911,https://www.livemint.com/market/stock-market-news/day-trading-guide-for-friday-8-stocks-to-buy-or-sell-today-26th-november-11637888329568.html
grasim,Fino Payments Bank makes a bullish bar today. However volumes on daily charts were lesser than its average,NEGATIVE,0.997526228427887,https://www.livemint.com/market/live-blog/share-market-live-updates-sensex-nifty-bse-nse-stock-market-today-11-11-2021-11636681302115.html
grasim,"Shares of ONGC, Hindalco, Coal India to report quarterly results today.",POSITIVE,0.993603527545929,https://www.livemint.com/market/stock-market-news/sensex-up-as-it-power-stocks-rally-tech-mahindra-asian-paints-among-gainers-11636693159051.html
grasim,"Earnings before interest, tax, depreciation and amortisation (Ebitda) margin expanded 102bps. VSF segment reported best ever Ebitda of Rs548 crore",NEGATIVE,0.9173575043678284,https://www.livemint.com/market/mark-to-market/better-performance-of-vsf-boosts-grasim-industries-q4-results-11621923326089.html
grasim,"Tata Steel, Adani Group to invest $70 billion over next decade.",POSITIVE,0.9822432994842529,https://www.livemint.com/market/stock-market-news/stocks-to-watch-tata-steel-zee-pfc-11636679361213.html
grasim,"India’s largest fertilizer maker plans to enter decorative paints. Grasim has said it will invest a massive 5,000 cr in next three years",POSITIVE,0.9716947674751282,https://www.livemint.com/market/mark-to-market/grasim-valuations-get-a-fresh-coat-of-paint-while-paint-stocks-lose-some-sheen-11611568498060.html
grasim,India’s decision to ban Mastercard for non-compliance with data storage rules.,NEGATIVE,0.9828020930290222,https://www.livemint.com/market/stock-market-news/stocks-to-watch-just-dial-grasim-venus-remedies-wipro-banking-stocks-11626400859027.html
grasim,Asian Paints and Berger Paints. They have been focusing on the decorative segment for decades,POSITIVE,0.9877727627754211,https://www.livemint.com/market/stock-market-news/asian-paints-vs-berger-paints-which-is-better-11638507562363.html
hindalco,Day trading stocks to buy today: experts,POSITIVE,0.9984482526779175,https://www.livemint.com/market/stock-market-news/day-trading-guide-for-wednesday-8-stocks-to-buy-or-sell-today-8th-december-11638926032432.html
hindalco,Fino Payments Bank makes a bullish bar today. However volumes on daily charts were lesser than its average,NEGATIVE,0.997526228427887,https://www.livemint.com/market/live-blog/share-market-live-updates-sensex-nifty-bse-nse-stock-market-today-11-11-2021-11636681302115.html
hindalco,"RBI left key policy rates unchanged, kept GDP growth target at 9.5%. All sectoral indices ended in the green",NEGATIVE,0.8787477612495422,https://www.livemint.com/market/live-blog/share-market-live-updates-sensex-nifty-bse-nse-stock-market-today-8-12-2021-ril-rbi-policy-11638929718742.html
hindalco,"Hindalco’s Ebitda grew 152% y-o-y, 38% quarter-on-quarter. Record Ebitda margin from aluminium segment grows 173%",NEGATIVE,0.8080132603645325,https://www.livemint.com/market/mark-to-market/firm-realizations-cost-controls-buoy-hindalco-11636911753346.html
hindalco,"Vedanta plans to list its aluminium, iron and steel, and oil and gas businesses.",NEGATIVE,0.9780812859535217,https://www.livemint.com/companies/news/vedanta-considers-listing-of-aluminium-iron-and-steel-oil-and-gas-businesses-in-complete-overhaul-11637149273952.html
hindalco,Hindalco posts 9-fold jump in second quarter profit; Novelis beats expectations.,POSITIVE,0.9536216259002686,https://www.business-standard.com/article/economy-policy/top-headlines-oct-retail-inflation-up-marginally-hindalco-q2-net-surges-121111201616_1.html
hindalco,Friday's sharp upside move seems to have nullified the short term negative pattern.,NEGATIVE,0.9991638660430908,https://www.livemint.com/market/stock-market-news/day-trading-guide-for-monday-5-stocks-to-buy-or-sell-today-15th-november-11636939771366.html
hindalco,"Hindalco has posted record profit after tax (PAT) at 3,417 crore. Novelis has also posted record adjusted EBITDA of $553 million",NEGATIVE,0.6406679749488831,https://www.livemint.com/companies/company-results/hindalco-q2-net-profit-up-nearly-9-times-to-hit-an-all-time-high-of-rs-3-417-cr-11636708686597.html
hindalco,"Markets snap two days of losses, with Sensex up more than 1,100 points.",NEGATIVE,0.9993263483047485,https://www.livemint.com/market/live-blog/share-market-live-updates-sensex-nifty-bse-nse-stock-market-today-7-12-2021-ril-tata-omicron-11638842311627.html
hindalco,"Highlighting the reason for being bullish on this multibagger stock, ICICI Securities says.",NEGATIVE,0.9920452833175659,https://www.livemint.com/market/stock-market-news/icici-securities-give-buy-tag-to-this-metal-stock-11636963605058.html
TCS,"Work from home regime to end from next week, with employees asked to report to base branches.",NEGATIVE,0.9309636354446411,https://www.livemint.com/companies/news/tcs-ends-work-from-home-offices-to-reopen-from-next-week-all-you-need-to-know-11636896831264.html
TCS,"Seven of the top 10 valued companies together added 1,29,047.61 crore. ICICI Bank, Reliance Industries, Bharti Airtel, Hindustan Unilever and State Bank of India laggards",NEGATIVE,0.8742575645446777,https://www.livemint.com/market/stock-market-news/mcap-of-7-of-10-most-valued-firms-jump-over-rs-1-29-lakh-crore-ril-icici-bank-bharti-airtel-biggest-losers-11638678880310.html
TCS,"Online course can be accessed from anywhere, anytime and from any device.",POSITIVE,0.8489920496940613,https://www.livemint.com/industry/infotech/tcs-is-offering-a-free-digital-certification-programme-details-here-11638525862184.html
TCS,Reinsurer to build a more social and open digital workspace. TCS to help Swiss Re enhance operational excellence,POSITIVE,0.9849361777305603,https://www.livemint.com/companies/news/tcs-extends-partnership-with-swiss-re-to-develop-futuristic-workplace-11637650933733.html
TCS,India’s largest information technology firm has consistently reported good results. But challenges lurk beneath headline figures: analyst,NEGATIVE,0.5642833709716797,https://www.livemint.com/companies/people/inside-tcs-quandary-on-buy-versus-build-11637079465476.html
TCS,"Emkay says secular broad-based demand trends and healthy deal wins will continue. Emkay has Hold rating on Wipro, LTI, Mindtree, Coforge, Firstsource",POSITIVE,0.9949383735656738,https://www.livemint.com/market/stock-market-news/top-stock-picks-emkay-recommends-these-it-stocks-to-buy-upgrades-tcs-mphasis-ratings-11638242184372.html
TCS,RBI is expected to maintain status quo on interest rate policy.,POSITIVE,0.7982958555221558,https://www.livemint.com/market/stock-market-news/why-sensex-slumped-950-points-today-11638785455246.html
TCS,Shares of the company have given a 532% return from listing in 2004.,NEGATIVE,0.9273211359977722,https://www.livemint.com/market/stock-market-news/had-you-invested-rs-1-lakh-in-tcs-in-2011-this-is-how-much-you-would-have-today-11638335481105.html
TCS,"With signs of liquidity easing, investors will get more discerning. Price-to-earnings ratio of Sensex this year was highest in two decades",POSITIVE,0.9745891094207764,https://www.livemint.com/market/stock-market-news/dateline-2022-a-reality-check-year-for-stock-valuations-11638952986530.html
TCS,Stocks with zero debt and high alpha have delivered better returns.,POSITIVE,0.9884411096572876,https://www.livemint.com/market/stock-market-news/5-stocks-with-zero-debt-high-alpha-to-invest-in-11638584946409.html
